name,position,season,games_played,total_tackles,sacks,safties,passes_defended,interceptions,ints_for_tds,int_yards,longest_int_return
"Jenkins, Cullen",DT,2014,12,15,1,0,1,0,0,0,0
"Jenkins, Cullen",DT,2013,16,31,5,0,0,0,0,0,0
"Jenkins, Cullen",DT,2012,16,26,4,0,1,0,0,0,0
"Jenkins, Cullen",DT,2011,16,40,5.5,0,0,0,0,0,0
"Jenkins, Cullen",DT,2010,11,18,7,0,1,0,0,0,0
"Jenkins, Cullen",DT,2009,16,32,4.5,0,1,1,0,4,4
"Jenkins, Cullen",DT,2008,4,13,2.5,0,1,0,0,0,0
"Jenkins, Cullen",DT,2007,16,44,1,0,6,0,0,0,0
"Jenkins, Cullen",DT,2006,14,32,6.5,0,1,0,0,0,0
"Jenkins, Cullen",DT,2005,16,37,3,0,5,0,0,0,0
"Jenkins, Cullen",DT,2004,16,18,4.5,0,1,0,0,0,0
"Worthy, Jerel",DT,2016,13,12,0,0,0,0,0,0,0
"Worthy, Jerel",DT,2015,2,0,0,0,0,0,0,0,0
"Worthy, Jerel",DT,2013,2,1,0,0,0,0,0,0,0
"Worthy, Jerel",DT,2012,14,14,2.5,0,0,0,0,0,0
"Jones, Arthur",DE,2016,8,30,0,0,0,0,0,0,0
"Jones, Arthur",DE,2014,9,23,1.5,0,0,0,0,0,0
"Jones, Arthur",DE,2013,14,53,4,0,0,0,0,0,0
"Jones, Arthur",DE,2012,16,47,4.5,0,0,0,0,0,0
"Jones, Arthur",DE,2011,14,20,0,0,0,0,0,0,0
"Jones, Arthur",DE,2010,2,0,0,0,0,0,0,0,0
"Hopkins, Dustin",K,2016,16,0,0,0,0,0,0,0,0
"Hopkins, Dustin",K,2015,15,2,0,0,0,0,0,0,0
"Hopkins, Dustin",K,2013,0,0,0,0,0,0,0,0,0
"Richardson, Paul",WR,2016,15,3,0,0,0,0,0,0,0
"Richardson, Paul",WR,2015,1,0,0,0,0,0,0,0,0
"Richardson, Paul",WR,2014,15,1,0,0,0,0,0,0,0
"Lawson, Shaq",DE,2016,10,13,2,0,1,0,0,0,0
"Jenkins, Jelani",LB,2016,9,29,0,0,1,0,0,0,0
"Jenkins, Jelani",LB,2015,13,71,0,0,3,0,0,0,0
"Jenkins, Jelani",LB,2014,15,110,3.5,0,1,0,0,0,0
"Jenkins, Jelani",LB,2013,16,17,0,0,0,0,0,0,0
"Spence, Noah",DE,2016,16,22,5.5,0,2,0,0,0,0
"Zettel, Anthony",DT,2016,13,13,1,0,0,0,0,0,0
"Miller, Von",OLB,2016,16,78,13.5,0,3,0,0,0,0
"Miller, Von",OLB,2015,16,35,11,0,1,0,0,0,0
"Miller, Von",OLB,2014,16,59,14,0,2,0,0,0,0
"Miller, Von",OLB,2013,9,34,5,0,1,0,0,0,0
"Miller, Von",OLB,2012,16,68,18.5,0,2,1,1,26,26T
"Miller, Von",OLB,2011,15,64,11.5,0,4,0,0,0,0
"Cox, Perrish",CB,2016,11,42,0,0,11,3,0,3,3
"Cox, Perrish",CB,2015,13,30,0,0,7,1,0,27,27
"Cox, Perrish",CB,2014,15,53,0,0,16,5,0,12,10
"Cox, Perrish",CB,2013,9,2,0,0,0,0,0,0,0
"Cox, Perrish",CB,2013,2,3,0,0,0,0,0,0,0
"Cox, Perrish",CB,2012,16,20,0,0,2,0,0,0,0
"Cox, Perrish",CB,2010,15,58,0,0,14,1,0,15,15
"McCoy, Gerald",DT,2016,15,34,7,0,5,0,0,0,0
"McCoy, Gerald",DT,2015,15,34,8.5,0,1,0,0,0,0
"McCoy, Gerald",DT,2014,13,35,8.5,0,3,0,0,0,0
"McCoy, Gerald",DT,2013,16,50,9.5,0,4,0,0,0,0
"McCoy, Gerald",DT,2012,16,30,5,0,2,0,0,0,0
"McCoy, Gerald",DT,2011,6,11,1,0,0,0,0,0,0
"McCoy, Gerald",DT,2010,13,28,3,0,4,0,0,0,0
"Olatoye, Deji",CB,2016,5,4,0,0,3,0,0,0,0
"Olatoye, Deji",CB,2015,5,13,0,0,1,1,0,0,0
"Stuckey, Darrell",DB,2016,16,11,0,0,0,0,0,0,0
"Stuckey, Darrell",DB,2015,14,11,1,0,0,0,0,0,0
"Stuckey, Darrell",DB,2014,16,27,0,0,1,0,0,0,0
"Stuckey, Darrell",DB,2013,16,21,0,0,1,0,0,0,0
"Stuckey, Darrell",DB,2012,12,12,0,0,0,0,0,0,0
"Stuckey, Darrell",DB,2011,14,12,0,0,0,0,0,0,0
"Stuckey, Darrell",DB,2010,1,0,0,0,0,0,0,0,0
"Anderson, Colt",DB,2016,2,2,0,0,0,0,0,0,0
"Anderson, Colt",DB,2015,14,17,0,0,0,0,0,0,0
"Anderson, Colt",DB,2014,15,16,0,0,0,0,0,0,0
"Anderson, Colt",DB,2013,14,11,0,0,1,0,0,0,0
"Anderson, Colt",DB,2012,14,33,0,0,3,1,0,4,4
"Anderson, Colt",DB,2011,12,11,0,0,0,0,0,0,0
"Anderson, Colt",DB,2010,8,16,0,0,0,0,0,0,0
"Griffin, Michael",FS,2016,13,40,0,0,0,0,0,0,0
"Griffin, Michael",FS,2015,15,101,1,0,3,1,0,29,29
"Griffin, Michael",FS,2014,16,112,3,0,5,2,0,12,12
"Griffin, Michael",FS,2013,14,82,0,0,4,1,0,0,0
"Griffin, Michael",FS,2012,16,79,1,0,4,4,0,59,33
"Griffin, Michael",FS,2011,16,75,0,0,7,2,0,0,0
"Griffin, Michael",FS,2010,16,108,0,0,12,4,0,50,28
"Griffin, Michael",FS,2009,16,77,1,0,7,1,0,3,3
"Griffin, Michael",FS,2008,16,75,1,0,11,7,1,172,83T
"Griffin, Michael",FS,2007,16,54,0,0,7,3,0,3,3
"Dareus, Marcell",NT,2016,8,39,3.5,0,1,0,0,0,0
"Dareus, Marcell",NT,2015,15,51,2,0,0,0,0,0,0
"Dareus, Marcell",NT,2014,15,49,10,0,1,0,0,0,0
"Dareus, Marcell",NT,2013,16,71,7.5,0,3,0,0,0,0
"Dareus, Marcell",NT,2012,16,39,5.5,0,6,0,0,0,0
"Dareus, Marcell",NT,2011,16,43,5.5,0,2,0,0,0,0
"Morris, Alfred",RB,2016,14,1,0,0,0,0,0,0,0
"Morris, Alfred",RB,2015,16,1,0,0,0,0,0,0,0
"Morris, Alfred",RB,2014,16,2,0,0,0,0,0,0,0
"Morris, Alfred",RB,2013,16,1,0,0,0,0,0,0,0
"Morris, Alfred",RB,2012,16,3,0,0,0,0,0,0,0
"Thomas, Joe",ILB,2016,16,70,0,0,5,1,0,9,9
"Thomas, Joe",ILB,2015,14,26,1,0,1,0,0,0,0
"Davis, Vernon",TE,2016,16,1,0,0,0,0,0,0,0
"Davis, Vernon",TE,2015,9,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2015,6,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2014,14,2,0,0,0,0,0,0,0
"Davis, Vernon",TE,2013,15,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2012,16,1,0,0,0,0,0,0,0
"Davis, Vernon",TE,2011,16,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2010,16,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2009,16,0,0,0,0,0,0,0,0
"Davis, Vernon",TE,2008,16,4,0,0,0,0,0,0,0
"Davis, Vernon",TE,2007,14,2,0,0,0,0,0,0,0
"Davis, Vernon",TE,2006,10,1,0,0,0,0,0,0,0
"Kruger, Paul",DE,2016,15,25,1.5,1,1,0,0,0,0
"Kruger, Paul",DE,2015,16,27,2.5,0,0,0,0,0,0
"Kruger, Paul",DE,2014,16,53,11,0,4,0,0,0,0
"Kruger, Paul",DE,2013,16,47,4.5,0,5,0,0,0,0
"Kruger, Paul",DE,2012,15,42,9,0,6,1,0,0,0
"Kruger, Paul",DE,2011,16,15,5.5,0,2,0,0,0,0
"Kruger, Paul",DE,2010,11,1,1,0,2,0,0,0,0
"Kruger, Paul",DE,2009,9,11,0,0,3,1,0,26,26
"Ward, Jihad",DE,2016,16,30,0,0,0,0,0,0,0
"Williams, Sylvester",DT,2016,16,29,1,0,1,0,0,0,0
"Williams, Sylvester",DT,2015,15,25,3,0,0,0,0,0,0
"Williams, Sylvester",DT,2014,16,21,0,0,1,0,0,0,0
"Williams, Sylvester",DT,2013,13,19,2,0,0,0,0,0,0
"Bullock, Randy",K,2016,3,1,0,0,0,0,0,0,0
"Bullock, Randy",K,2016,1,0,0,0,0,0,0,0,0
"Bullock, Randy",K,2016,1,0,0,0,0,0,0,0,0
"Bullock, Randy",K,2015,8,0,0,0,0,0,0,0,0
"Bullock, Randy",K,2015,3,0,0,0,0,0,0,0,0
"Bullock, Randy",K,2014,16,0,0,0,0,0,0,0,0
"Bullock, Randy",K,2013,16,1,0,0,0,0,0,0,0
"Wallace, Mike",WR,2016,16,2,0,0,0,0,0,0,0
"Wallace, Mike",WR,2015,16,3,0,0,0,0,0,0,0
"Wallace, Mike",WR,2014,16,1,0,0,0,0,0,0,0
"Wallace, Mike",WR,2013,16,5,0,0,0,0,0,0,0
"Wallace, Mike",WR,2012,15,3,0,0,0,0,0,0,0
"Wallace, Mike",WR,2011,16,2,0,0,0,0,0,0,0
"Wallace, Mike",WR,2010,16,0,0,0,0,0,0,0,0
"Wallace, Mike",WR,2009,16,3,0,0,0,0,0,0,0
"Logan, Bennie",DT,2016,13,24,2.5,0,0,0,0,0,0
"Logan, Bennie",DT,2015,14,55,1,0,0,0,0,0,0
"Logan, Bennie",DT,2014,16,57,0,0,1,0,0,0,0
"Logan, Bennie",DT,2013,16,27,2,0,0,0,0,0,0
"Dent, Akeem",OLB,2016,16,11,0,0,0,0,0,0,0
"Dent, Akeem",OLB,2015,12,18,0,0,0,0,0,0,0
"Dent, Akeem",OLB,2014,15,38,1,0,0,0,0,0,0
"Dent, Akeem",OLB,2013,15,51,1.5,0,1,0,0,0,0
"Dent, Akeem",OLB,2012,16,65,0,0,2,0,0,0,0
"Dent, Akeem",OLB,2011,16,20,0,0,0,0,0,0,0
"Novak, Nick",K,2016,16,1,0,0,0,0,0,0,0
"Novak, Nick",K,2015,13,0,0,0,0,0,0,0,0
"Novak, Nick",K,2014,16,0,0,0,0,0,0,0,0
"Novak, Nick",K,2013,16,5,0,0,0,0,0,0,0
"Novak, Nick",K,2012,13,1,0,0,0,0,0,0,0
"Novak, Nick",K,2011,15,0,0,0,0,0,0,0,0
"Novak, Nick",K,2008,6,0,0,0,0,0,0,0,0
"Novak, Nick",K,2006,6,1,0,0,0,0,0,0,0
"Novak, Nick",K,2005,5,1,0,0,0,0,0,0,0
"Novak, Nick",K,2005,5,1,0,0,0,0,0,0,0
"Montgomery, Ty",RB,2016,15,1,0,0,0,0,0,0,0
"Montgomery, Ty",RB,2015,6,0,0,0,0,0,0,0,0
"Charles, Orson",TE,2016,2,0,0,0,0,0,0,0,0
"Charles, Orson",TE,2013,13,6,0,0,0,0,0,0,0
"Charles, Orson",TE,2012,16,0,0,0,0,0,0,0,0
"Aiken, Kamar",WR,2016,16,2,0,0,0,0,0,0,0
"Aiken, Kamar",WR,2015,16,5,0,0,0,0,0,0,0
"Aiken, Kamar",WR,2014,16,4,0,0,0,0,0,0,0
"Aiken, Kamar",WR,2012,1,0,0,0,0,0,0,0,0
"Aiken, Kamar",WR,2011,2,1,0,0,0,0,0,0,0
"Seferian-Jenkins, Austin",TE,2016,7,0,0,0,0,0,0,0,0
"Seferian-Jenkins, Austin",TE,2016,2,0,0,0,0,0,0,0,0
"Seferian-Jenkins, Austin",TE,2015,7,0,0,0,0,0,0,0,0
"Seferian-Jenkins, Austin",TE,2014,9,1,0,0,0,0,0,0,0
"Crawley, Ken",CB,2016,15,43,0,0,8,0,0,0,0
"Pitts, Lafayette",DB,2016,8,3,0,0,0,0,0,0,0
"Sproles, Darren",RB,2016,15,2,0,0,0,0,0,0,0
"Sproles, Darren",RB,2015,16,2,0,0,0,0,0,0,0
"Sproles, Darren",RB,2014,15,1,0,0,0,0,0,0,0
"Sproles, Darren",RB,2013,15,1,0,0,0,0,0,0,0
"Sproles, Darren",RB,2012,13,0,0,0,0,0,0,0,0
"Sproles, Darren",RB,2011,16,1,0,0,0,0,0,0,0
"Sproles, Darren",RB,2010,16,1,0,0,0,0,0,0,0
"Sproles, Darren",RB,2009,16,1,0,0,0,0,0,0,0
"Sproles, Darren",RB,2008,16,0,0,0,0,0,0,0,0
"Sproles, Darren",RB,2007,15,0,0,0,0,0,0,0,0
"Sproles, Darren",RB,2006,0,0,0,0,0,0,0,0,0
"Sproles, Darren",RB,2005,15,0,0,0,0,0,0,0,0
"West, Charcandrick",RB,2016,15,1,0,0,0,0,0,0,0
"West, Charcandrick",RB,2015,15,3,0,0,0,0,0,0,0
"West, Charcandrick",RB,2014,6,1,0,0,0,0,0,0,0
"Cole, Audie",LB,2016,16,12,0,0,0,0,0,0,0
"Cole, Audie",LB,2015,7,3,0,0,0,0,0,0,0
"Cole, Audie",LB,2014,16,26,0,0,1,0,0,0,0
"Cole, Audie",LB,2013,13,45,1,0,1,0,0,0,0
"Cole, Audie",LB,2012,5,0,0,0,0,0,0,0,0
"Todman, Jordan",RB,2016,16,7,0,0,0,0,0,0,0
"Todman, Jordan",RB,2015,11,4,0,0,0,0,0,0,0
"Todman, Jordan",RB,2014,16,7,0,0,0,0,0,0,0
"Todman, Jordan",RB,2013,16,7,0,0,0,0,0,0,0
"Todman, Jordan",RB,2012,1,0,0,0,0,0,0,0,0
"Todman, Jordan",RB,2011,0,0,0,0,0,0,0,0,0
"Todman, Jordan",RB,2011,0,0,0,0,0,0,0,0,0
"Ripkowski, Aaron",FB,2016,16,2,0,0,0,0,0,0,0
"Ripkowski, Aaron",FB,2015,15,7,0,0,0,0,0,0,0
"Lewis-Moore, Kapron",DE,2015,5,3,0,0,0,0,0,0,0
"Gratz, Dwayne",CB,2016,0,0,0,0,0,0,0,0,0
"Gratz, Dwayne",CB,2016,3,0,0,0,0,0,0,0,0
"Gratz, Dwayne",CB,2016,3,5,0,0,0,0,0,0,0
"Gratz, Dwayne",CB,2015,12,27,0,0,1,0,0,0,0
"Gratz, Dwayne",CB,2014,15,55,0,0,8,1,1,55,55T
"Gratz, Dwayne",CB,2013,10,32,0,0,3,2,0,20,17
"McDonald, Clinton",DT,2016,12,36,3.5,0,0,0,0,0,0
"McDonald, Clinton",DT,2015,6,31,0,0,0,0,0,0,0
"McDonald, Clinton",DT,2014,13,45,5,0,2,1,0,3,3
"McDonald, Clinton",DT,2013,15,35,5.5,0,2,1,0,3,3
"McDonald, Clinton",DT,2012,14,25,0,0,1,0,0,0,0
"McDonald, Clinton",DT,2011,15,35,0,0,0,0,0,0,0
"McDonald, Clinton",DT,2010,8,4,0,0,0,0,0,0,0
"Ryan, Jon",P,2016,16,1,0,0,0,0,0,0,0
"Ryan, Jon",P,2015,16,2,0,0,0,0,0,0,0
"Ryan, Jon",P,2014,16,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2013,16,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2012,16,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2011,16,3,0,0,0,0,0,0,0
"Ryan, Jon",P,2010,16,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2009,16,3,0,0,0,0,0,0,0
"Ryan, Jon",P,2008,15,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2007,16,0,0,0,0,0,0,0,0
"Ryan, Jon",P,2006,16,1,0,0,0,0,0,0,0
"Roberts, Elandon",OLB,2016,13,45,0,0,0,0,0,0,0
"Vaeao, Destiny",DT,2016,16,15,2,0,0,0,0,0,0
"Barber, Peyton",RB,2016,15,3,0,0,0,0,0,0,0
"Washington, Adolphus",DE,2016,15,21,2.5,0,1,0,0,0,0
"Wolfe, Derek",DE,2016,14,51,5.5,0,4,0,0,0,0
"Wolfe, Derek",DE,2015,12,49,5.5,0,1,0,0,0,0
"Wolfe, Derek",DE,2014,16,35,1.5,0,1,0,0,0,0
"Wolfe, Derek",DE,2013,11,16,4,0,0,0,0,0,0
"Wolfe, Derek",DE,2012,16,40,6,0,2,0,0,0,0
"Scandrick, Orlando",CB,2016,12,46,2,0,8,1,0,0,0
"Scandrick, Orlando",CB,2014,14,55,1,0,9,2,0,2,2
"Scandrick, Orlando",CB,2013,16,64,2,0,12,2,0,0,0
"Scandrick, Orlando",CB,2012,11,21,0,0,4,0,0,0,0
"Scandrick, Orlando",CB,2011,13,49,2,0,5,1,0,0,0
"Scandrick, Orlando",CB,2010,16,46,2.5,0,9,1,1,40,40T
"Scandrick, Orlando",CB,2009,16,51,1,0,9,1,0,0,0
"Scandrick, Orlando",CB,2008,16,36,1,0,4,0,0,0,0
"Johnson, Jeron",DB,2016,4,5,0,0,0,0,0,0,0
"Johnson, Jeron",DB,2015,14,27,0,0,0,0,0,0,0
"Johnson, Jeron",DB,2014,15,19,0,0,1,0,0,0,0
"Johnson, Jeron",DB,2013,7,6,0,0,0,0,0,0,0
"Johnson, Jeron",DB,2012,16,12,2,0,0,0,0,0,0
"Johnson, Jeron",DB,2011,8,6,0,0,0,0,0,0,0
"Bradberry, James",CB,2016,13,59,0,0,10,2,0,21,16
"Gregory, Randy",DE,2016,2,9,1,0,0,0,0,0,0
"Gregory, Randy",DE,2015,12,11,0,0,0,0,0,0,0
"Lotulelei, John",LB,2015,0,0,0,0,0,0,0,0,0
"Lotulelei, John",LB,2015,4,0,0,0,0,0,0,0,0
"Lotulelei, John",LB,2013,12,9,0,0,0,0,0,0,0
"Lotulelei, John",LB,2013,2,3,0,0,0,0,0,0,0
"Smith, Terrance",ILB,2016,9,3,0,0,0,0,0,0,0
"Hitchens, Anthony",MLB,2016,16,78,1.5,0,1,0,0,0,0
"Hitchens, Anthony",MLB,2015,16,67,2,0,1,0,0,0,0
"Hitchens, Anthony",MLB,2014,16,75,0,0,4,1,0,8,8
"Onyemata, David",DT,2016,16,18,0,0,0,0,0,0,0
"Morris, Darryl",DB,2016,12,35,0,0,6,1,0,0,0
"Morris, Darryl",DB,2015,12,15,0,0,0,0,0,0,0
"Morris, Darryl",DB,2014,11,31,0,0,6,1,0,0,0
"Morris, Darryl",DB,2013,13,6,0,0,0,0,0,0,0
"Suh, Ndamukong",DT,2016,16,72,5,0,6,0,0,0,0
"Suh, Ndamukong",DT,2015,16,61,6,0,5,0,0,0,0
"Suh, Ndamukong",DT,2014,16,53,8.5,0,3,0,0,0,0
"Suh, Ndamukong",DT,2013,16,49,5.5,1,6,0,0,0,0
"Suh, Ndamukong",DT,2012,16,35,8,0,2,0,0,0,0
"Suh, Ndamukong",DT,2011,14,36,4,0,1,0,0,0,0
"Suh, Ndamukong",DT,2010,16,66,10,0,3,1,0,20,20
"Lampman, Jake",WR,2016,6,6,0,0,0,0,0,0,0
"Gholston, William",DE,2016,14,49,3,0,0,0,0,0,0
"Gholston, William",DE,2015,16,67,3,0,2,0,0,0,0
"Gholston, William",DE,2014,15,42,2,0,3,0,0,0,0
"Gholston, William",DE,2013,12,30,2,0,3,0,0,0,0
"Asiata, Matt",RB,2016,16,1,0,0,0,0,0,0,0
"Asiata, Matt",RB,2015,16,3,0,0,0,0,0,0,0
"Asiata, Matt",RB,2014,15,2,0,0,0,0,0,0,0
"Asiata, Matt",RB,2013,11,5,0,0,0,0,0,0,0
"Asiata, Matt",RB,2012,16,4,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2016,7,1,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2015,14,1,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2014,9,1,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2013,2,0,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2012,14,7,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2011,4,2,0,0,0,0,0,0,0
"Tukuafu, Will",FB,2010,0,0,0,0,0,0,0,0,0
"Easley, Marcus",WR,2015,13,10,0,0,1,1,0,0,0
"Easley, Marcus",WR,2014,10,11,0,0,0,0,0,0,0
"Easley, Marcus",WR,2013,16,24,0,0,0,0,0,0,0
"Easley, Marcus",WR,2012,3,5,0,0,0,0,0,0,0
"Easley, Marcus",WR,2011,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",WR,2016,15,3,0,0,0,0,0,0,0
"Agholor, Nelson",WR,2015,13,2,0,0,0,0,0,0,0
"Beasley, Cole",WR,2016,16,0,0,0,0,0,0,0,0
"Beasley, Cole",WR,2015,16,1,0,0,0,0,0,0,0
"Beasley, Cole",WR,2014,16,0,0,0,0,0,0,0,0
"Beasley, Cole",WR,2013,14,1,0,0,0,0,0,0,0
"Beasley, Cole",WR,2012,10,1,0,0,0,0,0,0,0
"Jones, Colin",FS,2016,14,5,0,0,0,0,0,0,0
"Jones, Colin",FS,2015,15,21,0,0,1,1,0,0,0
"Jones, Colin",FS,2014,16,27,1,0,3,0,0,0,0
"Jones, Colin",FS,2013,16,7,0,0,0,0,0,0,0
"Jones, Colin",FS,2012,15,14,0,0,0,0,0,0,0
"Jones, Colin",FS,2011,13,6,0,0,0,0,0,0,0
"Dorsey, Glenn",NT,2016,12,24,1,0,0,0,0,0,0
"Dorsey, Glenn",NT,2015,10,18,0,0,0,0,0,0,0
"Dorsey, Glenn",NT,2014,0,0,0,0,0,0,0,0,0
"Dorsey, Glenn",NT,2013,16,41,2,0,0,0,0,0,0
"Dorsey, Glenn",NT,2012,4,7,0,0,0,0,0,0,0
"Dorsey, Glenn",NT,2011,15,62,0,0,0,0,0,0,0
"Dorsey, Glenn",NT,2010,16,69,2,0,0,0,0,0,0
"Dorsey, Glenn",NT,2009,15,54,1,0,2,0,0,0,0
"Dorsey, Glenn",NT,2008,16,46,1,0,1,0,0,0,0
"Watts, Brandon",LB,2015,7,7,0,0,0,0,0,0,0
"Watts, Brandon",LB,2014,2,1,0,0,0,0,0,0,0
"Long, Chris",DE,2016,16,35,4,0,3,0,0,0,0
"Long, Chris",DE,2015,12,19,3,0,0,0,0,0,0
"Long, Chris",DE,2014,6,5,1,0,0,0,0,0,0
"Long, Chris",DE,2013,16,40,8.5,0,2,0,0,0,0
"Long, Chris",DE,2012,16,33,11.5,0,0,0,0,0,0
"Long, Chris",DE,2011,16,37,13,0,2,0,0,0,0
"Long, Chris",DE,2010,16,29,8.5,0,3,0,0,0,0
"Long, Chris",DE,2009,16,43,5,0,1,0,0,0,0
"Long, Chris",DE,2008,16,40,4,0,0,0,0,0,0
"Slay, Darius",CB,2016,13,44,1,0,13,2,0,24,13
"Slay, Darius",CB,2015,16,59,0,0,13,2,0,0,0
"Slay, Darius",CB,2014,16,61,0,0,17,2,0,42,40
"Slay, Darius",CB,2013,13,34,0,0,5,0,0,0,0
"Robinson, Josh",DB,2016,16,11,0,0,0,0,0,0,0
"Robinson, Josh",DB,2015,5,2,0,0,0,0,0,0,0
"Robinson, Josh",DB,2014,16,41,0,0,8,3,0,22,23
"Robinson, Josh",DB,2013,10,58,0,0,4,0,0,0,0
"Robinson, Josh",DB,2012,16,56,0,0,3,2,0,68,44
"Farley, Matthias",DB,2016,16,11,0,0,0,0,0,0,0
"Doss, Lorenzo",CB,2016,6,4,0,0,2,0,0,0,0
"Doss, Lorenzo",CB,2015,6,0,0,0,0,0,0,0,0
"Jerod-Eddie, Tony",DE,2016,9,3,0,0,0,0,0,0,0
"Jerod-Eddie, Tony",DE,2015,16,14,0,0,4,0,0,0,0
"Jerod-Eddie, Tony",DE,2014,16,21,0,0,0,0,0,0,0
"Jerod-Eddie, Tony",DE,2013,15,28,0,0,2,1,0,6,6
"Jerod-Eddie, Tony",DE,2012,1,0,0,0,0,0,0,0,0
"Stewart, Darian",FS,2016,16,68,0,0,6,3,0,36,25
"Stewart, Darian",FS,2015,15,63,0,0,10,1,0,0,0
"Stewart, Darian",FS,2014,16,53,0,0,3,1,0,0,0
"Stewart, Darian",FS,2013,13,36,0,0,5,0,0,0,0
"Stewart, Darian",FS,2012,12,10,0,0,0,0,0,0,0
"Stewart, Darian",FS,2011,15,84,3,0,11,1,1,27,27T
"Stewart, Darian",FS,2010,13,17,1,0,2,0,0,0,0
"Armstead, Arik",DE,2016,8,15,2.5,0,0,0,0,0,0
"Armstead, Arik",DE,2015,16,19,2,0,0,0,0,0,0
"Jenkins, Jordan",OLB,2016,14,41,2.5,0,2,0,0,0,0
"Richardson, Sheldon",DE,2016,15,62,1.5,0,2,0,0,0,0
"Richardson, Sheldon",DE,2015,11,35,5,0,2,0,0,0,0
"Richardson, Sheldon",DE,2014,16,67,8,1,1,0,0,0,0
"Richardson, Sheldon",DE,2013,16,78,3.5,0,1,0,0,0,0
"Posluszny, Paul",MLB,2016,16,133,1.5,0,3,1,0,0,0
"Posluszny, Paul",MLB,2015,14,133,1,0,6,3,0,25,19
"Posluszny, Paul",MLB,2014,7,69,2,0,1,0,0,0,0
"Posluszny, Paul",MLB,2013,15,162,3,0,9,2,1,69,59T
"Posluszny, Paul",MLB,2012,16,139,2,0,7,3,0,20,13
"Posluszny, Paul",MLB,2011,16,119,2,0,9,2,0,2,2
"Posluszny, Paul",MLB,2010,14,151,2,0,4,0,0,0,0
"Posluszny, Paul",MLB,2009,12,111,1,0,4,3,0,20,17
"Posluszny, Paul",MLB,2008,16,110,0,0,6,1,0,9,9
"Posluszny, Paul",MLB,2007,3,26,0,0,0,0,0,0,0
"Olawale, Jamize",FB,2016,16,4,0,0,0,0,0,0,0
"Olawale, Jamize",FB,2015,14,10,0,0,0,0,0,0,0
"Olawale, Jamize",FB,2014,16,8,0,0,0,0,0,0,0
"Olawale, Jamize",FB,2013,16,8,0,0,0,0,0,0,0
"Olawale, Jamize",FB,2012,3,0,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2016,12,1,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2015,15,3,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2014,16,11,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2012,15,0,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2011,13,2,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2010,16,2,0,0,0,0,0,0,0
"Maclin, Jeremy",WR,2009,15,2,0,0,0,0,0,0,0
"Dye, Donteea",WR,2016,1,0,0,0,0,0,0,0,0
"Dye, Donteea",WR,2015,10,5,0,0,0,0,0,0,0
"Perry, Senorise",RB,2014,16,9,0,0,0,0,0,0,0
"March-Lillard, Justin",ILB,2016,5,22,0,0,2,0,0,0,0
"Williams, DeAngelo",RB,2016,9,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2015,16,2,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2014,6,0,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2013,15,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2012,16,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2011,16,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2010,6,0,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2009,13,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2008,16,2,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2007,16,1,0,0,0,0,0,0,0
"Williams, DeAngelo",RB,2006,13,1,0,0,0,0,0,0,0
"Amukamara, Prince",DB,2016,14,49,0,0,6,0,0,0,0
"Amukamara, Prince",DB,2015,11,63,0,0,10,1,0,6,6
"Amukamara, Prince",DB,2014,8,46,0,0,11,3,0,66,38
"Amukamara, Prince",DB,2013,16,85,0,0,14,1,0,-4,-4
"Amukamara, Prince",DB,2012,13,53,0,0,7,1,0,0,0
"Amukamara, Prince",DB,2011,7,14,0,0,3,1,0,0,0
"Bradford, Carl",LB,2016,2,4,0,0,0,0,0,0,0
"Bradford, Carl",LB,2016,4,1,0,0,0,0,0,0,0
